name,win,loss,nc,draw,Height,Weight,Reach,STANCE,DOB,SLpM,Str.Acc.,SApM,Str.Def,TDAvg.,TDAcc.,TDDef.,Sub.Avg.
Brok Weaver,2,2,0,0,"6'0""",155lbs.,"73""",Southpaw,"Dec05,1991",4.78,64%,4.35,46%,0.41,10%,66%,0.4
Bryan Barberena,6,5,0,0,"6'0""",170lbs.,"72""",Southpaw,"May03,1989",5.48,48%,4.70,45%,0.23,28%,60%,0.5
Anthony Ivy,0,2,0,0,"6'2""",185lbs.,"74""",Orthodox,"Jan23,1990",2.50,42%,4.57,51%,4.69,20%,100%,0.0
Sabina Mazo,3,1,0,0,"5'7""",125lbs.,"70""",Orthodox,"Mar25,1997",7.14,46%,4.07,62%,1.02,100%,83%,0.2
Justine Kish,3,3,0,0,"5'5""",125lbs.,"64""",Orthodox,"Apr13,1988",4.65,48%,4.62,59%,1.01,35%,55%,0.2
Alistair Overeem,33,15,1,0,"6'4""",265lbs.,"80""",Orthodox,"May17,1980",3.71,64%,2.33,58%,1.44,56%,73%,0.8
Augusto Sakai,5,1,0,0,"6'3""",265lbs.,"77""",Orthodox,"May09,1991",5.32,48%,4.02,50%,0.15,50%,66%,0.0
Ovince Saint Preux,19,10,0,0,"6'3""",205lbs.,"80""",Southpaw,"Apr08,1983",2.64,46%,2.88,45%,1.23,40%,66%,0.6
Alonzo Menifield,4,2,0,0,"6'0""",205lbs.,"76""",Orthodox,"Oct18,1987",3.34,47%,3.72,45%,0.00,0%,85%,0.0
Michel Pereira,2,2,0,0,"6'1""",170lbs.,"73""",Orthodox,"Oct06,1993",4.02,54%,2.56,59%,1.68,62%,100%,0.3
Zelim Imadaev,0,3,0,0,"6'0""",170lbs.,"76""",Orthodox,"Jan25,1995",2.91,36%,4.35,43%,0.38,50%,60%,0.0
Andre Muniz,4,0,0,0,"6'1""",185lbs.,"78""",Southpaw,"Feb17,1990",2.21,58%,1.80,45%,2.61,35%,37%,2.2
Bartosz Fabinski,3,2,0,0,"6'0""",170lbs.,"75""",Orthodox,"Apr26,1986",2.20,69%,1.35,53%,7.08,69%,80%,0.0
Brian Kelleher,6,4,0,0,"5'6""",145lbs.,"66""",Switch,"Aug19,1986",4.45,40%,5.97,53%,1.20,25%,72%,0.8
Ray Rodriguez,0,2,0,0,"5'7""",135lbs.,"71""",Orthodox,"Dec10,1987",1.24,32%,5.73,40%,2.32,50%,40%,0.0
Viviane Araujo,3,1,0,0,"5'4""",125lbs.,"68""",Orthodox,"Nov21,1986",4.77,50%,5.32,56%,1.88,53%,92%,0.0
Montana De La Rosa,4,2,0,0,"5'7""",125lbs.,"68""",Orthodox,"Feb14,1995",3.03,35%,3.38,46%,1.96,30%,57%,1.5
Hunter Azure,3,1,0,0,"5'8""",145lbs.,"69""",Orthodox,"Mar02,1992",4.17,52%,1.99,62%,2.52,45%,76%,1.4
Cole Smith,1,2,0,0,"5'11""",135lbs.,"67""",Orthodox,"Apr05,1989",1.78,35%,1.96,49%,1.67,33%,45%,1.7
Aleksandar Rakic,5,1,0,0,"6'4""",205lbs.,"78""",Orthodox,"Feb06,1992",4.66,54%,1.99,53%,0.93,28%,89%,0.2
Anthony Smith,10,8,0,0,"6'4""",205lbs.,"76""",Orthodox,"Jul26,1988",2.97,46%,4.43,42%,0.41,25%,51%,0.7
Neil Magny,17,6,0,0,"6'3""",170lbs.,"80""",Orthodox,"Aug03,1987",3.96,48%,2.15,56%,2.63,45%,59%,0.3
Robbie Lawler,19,14,1,0,"5'11""",170lbs.,"74""",Southpaw,"Mar20,1982",3.50,45%,4.16,60%,0.68,64%,64%,0.0
Alexa Grasso,4,3,0,0,"5'5""",115lbs.,"66""",Orthodox,"Aug09,1993",5.35,42%,3.76,63%,0.32,40%,63%,0.5
Ji Yeon Kim,3,3,0,0,"5'7""",125lbs.,"72""",Orthodox,"Oct18,1989",4.50,34%,4.94,57%,0.00,0%,42%,0.0
Ricardo Lamas,15,8,0,0,"5'8""",145lbs.,"71""",Orthodox,"May21,1982",3.13,47%,2.87,57%,1.84,33%,46%,0.9
Bill Algeo,0,2,0,0,"6'0""",145lbs.,"73""",Switch,"Jun09,1989",7.87,53%,7.20,35%,0.50,33%,57%,0.0
Maki Pitolo,2,3,0,0,"5'10""",185lbs.,"75""",Orthodox,"Nov24,1990",4.87,43%,4.00,55%,1.45,66%,50%,0.4
Zak Cummings,9,5,0,0,"6'0""",185lbs.,"75""",Southpaw,"Aug02,1984",2.58,32%,2.83,55%,0.68,28%,65%,0.7
Alessio Di Chirico,3,5,0,0,"6'0""",185lbs.,"74""",Orthodox,"Dec12,1989",3.25,40%,3.28,62%,1.66,45%,83%,0.0
Alex Caceres,12,10,1,0,"5'10""",145lbs.,"73""",Southpaw,"Jun20,1988",4.15,50%,2.91,65%,0.55,76%,59%,0.8
Austin Springer,1,1,0,0,"5'8""",145lbs.,"71""",Orthodox,"May12,1987",3.54,57%,3.15,41%,3.37,40%,100%,0.8
Sean Brady,3,0,0,0,"5'10""",170lbs.,"72""",Orthodox,"Nov23,1992",5.44,55%,4.35,61%,3.26,57%,100%,1.2
Christian Aguilera,1,1,0,0,"5'9""",170lbs.,"72""",Switch,"Nov25,1991",3.35,41%,4.89,46%,0.00,0%,0%,0.0
Polyana Viana,2,3,0,0,"5'5""",115lbs.,"67""",Orthodox,"Jun14,1992",3.93,42%,3.15,55%,1.22,33%,66%,1.6
Emily Whitmire,2,3,0,0,"5'5""",115lbs.,"63""",Orthodox,"May24,1991",2.71,30%,3.08,54%,1.10,50%,70%,0.6
Mallory Martin,2,1,0,0,"5'4""",115lbs.,"63""",Orthodox,"Jan29,1994",4.28,59%,6.04,58%,3.24,60%,25%,0.5
Hannah Cifers,2,5,0,0,"5'1""",115lbs.,"62""",Orthodox,"Jun26,1992",4.99,44%,5.39,52%,0.26,100%,64%,0.3
Frankie Edgar,18,8,0,1,"5'6""",135lbs.,"68""",Orthodox,"Oct16,1981",3.70,39%,2.70,66%,2.28,31%,65%,0.3
Pedro Munhoz,8,5,1,0,"5'6""",135lbs.,"65""",Orthodox,"Sep07,1986",5.53,43%,6.03,58%,0.76,21%,80%,0.9
Marcin Prachnio,0,3,0,0,"6'3""",205lbs.,"74""",Orthodox,"Jul14,1988",3.26,48%,4.38,40%,0.00,0%,0%,0.0
Joe Solecki,3,0,0,0,"5'9""",155lbs.,"70""",Orthodox,"Aug27,1993",3.62,74%,0.93,51%,3.31,62%,0%,1.3
Austin Hubbard,2,3,0,0,"5'10""",155lbs.,"71""",Orthodox,"Dec22,1991",3.45,48%,2.58,58%,0.76,60%,53%,0.0
Shana Dobson,2,3,0,0,"5'6""",125lbs.,"69""",Orthodox,"Mar30,1989",3.63,36%,5.11,53%,1.00,50%,0%,0.0
Mariya Agapova,1,2,0,0,"5'6""",125lbs.,"68""",Southpaw,"Apr07,1997",3.70,50%,4.15,47%,1.23,66%,33%,0.6
Daniel Rodriguez,4,0,0,0,"6'1""",170lbs.,"74""",Southpaw,"Dec31,1986",8.46,48%,7.14,55%,1.83,83%,66%,0.4
Dwight Grant,3,2,0,0,"6'1""",170lbs.,"76""",Switch,"Sep14,1984",3.39,37%,2.16,69%,0.34,100%,78%,0.0
Amanda Lemos,2,1,0,0,"5'4""",135lbs.,"65""",Southpaw,"May22,1987",5.98,64%,6.09,44%,2.26,100%,100%,0.6
Inoue Mizuki,1,1,0,0,"5'3""",125lbs.,"65""",Orthodox,"Aug19,1994",5.00,50%,6.87,48%,0.00,0%,66%,0.0
Jordan Wright,1,0,1,0,"6'2""",205lbs.,"77""",Orthodox,"Oct07,1991",7.79,77%,7.79,19%,0.00,0%,0%,0.0
Ike Villanueva,0,2,0,0,"6'1""",225lbs.,"73""",Orthodox,"Apr04,1984",3.14,37%,9.00,35%,0.00,0%,0%,0.0
Matthew Semelsberger,1,0,0,0,"6'1""",170lbs.,--,,"Nov23,1992",7.87,50%,5.13,57%,2.00,100%,100%,1.0
Carlton Minus,0,1,0,0,"5'10""",170lbs.,"74""",Orthodox,"Apr26,1993",5.13,42%,7.87,49%,0.00,0%,0%,0.0
Timur Valiev,0,0,1,0,"5'6""",145lbs.,"67""",Orthodox,"Jan19,1990",9.45,70%,3.72,48%,0.00,0%,50%,0.0
Trevin Jones,0,0,1,0,"5'7""",140lbs.,"70""",Southpaw,"Aug04,1990",3.72,52%,9.45,29%,2.15,50%,0%,0.0
Stipe Miocic,14,3,0,0,"6'4""",240lbs.,"80""",Orthodox,"Aug19,1982",4.90,52%,3.75,55%,1.92,34%,70%,0.0
Daniel Cormier,19,3,1,0,"5'11""",235lbs.,"72""",Orthodox,"Mar20,1979",4.25,52%,2.92,54%,1.83,44%,80%,0.4
Marlon Vera,10,5,0,0,"5'8""",135lbs.,"70""",Switch,"Dec02,1992",3.70,48%,4.05,52%,0.86,42%,69%,1.2
Sean O'Malley,5,1,0,0,"5'11""",135lbs.,"72""",Switch,"Oct24,1994",6.35,57%,3.76,64%,1.05,50%,61%,1.1
Jairzinho Rozenstruik,5,1,0,0,"6'4""",242lbs.,"78""",Orthodox,"Mar17,1988",4.04,51%,3.10,36%,0.00,0%,75%,0.0
Junior Dos Santos,15,7,0,0,"6'4""",238lbs.,"77""",Orthodox,"Jan30,1984",4.59,48%,3.19,57%,0.31,55%,81%,0.1
Daniel Pineda,4,4,0,0,"5'7""",145lbs.,"69""",Orthodox,"Aug06,1985",3.45,49%,2.28,48%,1.47,27%,45%,1.7
Herbert Burns,3,1,0,0,"5'9""",145lbs.,"73""",Orthodox,"Feb02,1988",1.67,45%,5.02,33%,4.64,83%,75%,2.8
Merab Dvalishvili,5,2,0,0,"5'6""",135lbs.,"68""",Orthodox,"Jan10,1991",3.91,39%,2.08,61%,7.71,43%,80%,0.3
John Dodson,10,7,0,0,"5'3""",135lbs.,"66""",Orthodox,"Sep26,1984",3.20,40%,3.58,61%,0.71,28%,82%,0.0
Vinc Pichel,6,2,0,0,"5'10""",155lbs.,"72""",Orthodox,"Nov23,1982",3.20,46%,2.28,56%,3.83,60%,20%,0.3
Jim Miller,21,14,1,0,"5'8""",155lbs.,"71""",Southpaw,"Aug30,1983",2.73,40%,2.99,59%,1.69,43%,46%,1.9
Virna Jandiroba,2,1,0,0,"5'3""",115lbs.,"64""",Orthodox,"May30,1988",1.22,45%,1.52,57%,4.57,50%,60%,3.3
Felice Herrig,5,4,0,0,"5'4""",115lbs.,"65""",Orthodox,"Sep18,1984",3.63,36%,4.84,49%,1.18,30%,72%,0.9
Danny Chavez,1,0,0,0,"5'8""",145lbs.,"67""",Orthodox,"Mar14,1987",3.27,44%,2.87,69%,4.00,100%,100%,0.0
TJ Brown,1,2,0,0,"5'9""",145lbs.,"72""",Switch,"May22,1990",3.22,42%,2.21,50%,4.92,60%,40%,0.4
Livinha Souza,3,1,0,0,"5'3""",115lbs.,"63""",Orthodox,"Mar11,1991",2.20,46%,3.02,65%,2.59,44%,40%,1.3
Ashley Yoder,2,5,0,0,"5'7""",115lbs.,"69""",Southpaw,"Oct20,1987",2.96,40%,3.49,48%,1.14,36%,68%,0.4
Parker Porter,0,1,0,0,"6'0""",265lbs.,"75""",Orthodox,"Apr22,1985",6.82,43%,7.06,56%,1.22,100%,0%,1.2
Kai Kamaka,1,0,0,0,"5'7""",145lbs.,"69""",Orthodox,"Jan05,1995",7.60,61%,7.60,49%,5.00,100%,100%,0.0
Derrick Lewis,15,5,0,0,"6'3""",260lbs.,"79""",Orthodox,"Feb07,1985",2.64,50%,2.09,44%,0.54,26%,52%,0.0
Aleksei Oleinik,8,5,0,0,"6'2""",240lbs.,"80""",Orthodox,"Jun20,1977",3.50,50%,3.52,44%,2.43,48%,33%,2.4
Chris Weidman,11,5,0,0,"6'2""",185lbs.,"78""",Orthodox,"Jun17,1984",3.03,43%,3.15,52%,3.93,47%,65%,0.9
Omari Akhmedov,8,4,0,1,"6'0""",185lbs.,"73""",Orthodox,"Oct12,1987",2.92,34%,2.69,57%,2.56,50%,65%,0.2
Yana Kunitskaya,3,2,0,0,"5'6""",135lbs.,"68""",Orthodox,"Nov11,1989",4.49,54%,3.17,51%,2.04,53%,33%,0.2
Julija Stoliarenko,0,2,0,0,"5'7""",135lbs.,"66""",,"Apr08,1993",2.10,34%,3.87,50%,0.00,0%,66%,0.5
Beneil Dariush,13,4,0,1,"5'10""",155lbs.,"72""",Southpaw,"May06,1989",3.98,49%,2.63,59%,1.75,32%,80%,1.1
Scott Holtzman,7,4,0,0,"5'9""",155lbs.,"69""",Orthodox,"Sep30,1983",4.44,49%,3.47,54%,2.16,58%,66%,0.2
Tim Means,12,9,1,0,"6'2""",170lbs.,"75""",Orthodox,"Feb20,1984",4.92,46%,3.53,61%,0.98,42%,63%,0.2
Laureano Staropoli,2,2,0,0,"6'1""",170lbs.,"71""",Orthodox,"Feb27,1993",4.40,34%,4.58,53%,0.25,20%,57%,0.0
Nasrat Haqparast,4,2,0,0,"5'10""",155lbs.,"72""",Southpaw,"Aug22,1995",5.63,47%,3.18,74%,0.22,25%,81%,0.0
Alexander Munoz,1,1,0,0,"5'9""",155lbs.,"72""",Switch,"Feb27,1990",3.27,40%,5.23,52%,2.50,35%,0%,0.0
Andrew Sanchez,5,3,0,0,"6'1""",185lbs.,"74""",Orthodox,"Apr08,1988",4.57,44%,4.92,50%,2.16,32%,100%,0.0
Wellington Turman,1,2,0,0,"6'0""",185lbs.,"72""",Orthodox,"Jul22,1996",2.75,42%,3.71,45%,2.63,35%,100%,0.9
Gavin Tucker,3,1,0,0,"5'6""",145lbs.,"66""",Southpaw,"Jun17,1986",3.67,39%,3.93,58%,1.91,35%,40%,1.9
Justin Jaynes,1,1,0,0,"5'7""",145lbs.,"68""",Orthodox,"Aug10,1989",4.60,43%,7.34,59%,0.00,0%,50%,1.2
Peter Barrett,1,1,0,0,"5'10""",145lbs.,"73""",Southpaw,"Aug10,1986",4.40,63%,4.30,36%,2.00,22%,33%,0.0
Derek Brunson,15,6,0,0,"6'1""",185lbs.,"77""",Southpaw,"Jan04,1984",3.77,47%,2.95,54%,3.02,31%,100%,0.4
Edmen Shahbazyan,5,1,0,0,"6'2""",185lbs.,"74""",Orthodox,"Nov20,1997",3.85,51%,4.31,49%,4.44,40%,58%,0.5
Jennifer Maia,3,2,0,0,"5'4""",125lbs.,"64""",Orthodox,"Oct06,1988",4.08,39%,3.92,53%,0.23,50%,70%,0.2
Joanne Calderwood,6,5,0,0,"5'6""",125lbs.,"65""",Orthodox,"Dec23,1985",6.17,48%,4.31,52%,1.90,57%,55%,0.5
Vicente Luque,12,3,0,0,"5'11""",170lbs.,"75""",Orthodox,"Nov27,1991",5.72,53%,5.82,52%,0.68,50%,64%,0.8
Randy Brown,6,4,0,0,"6'3""",170lbs.,"78""",Orthodox,"Jul08,1990",3.67,47%,2.80,53%,1.00,46%,71%,0.6
Lando Vannata,3,5,0,2,"5'9""",155lbs.,"71""",Orthodox,"Mar14,1992",4.58,44%,5.10,54%,1.13,37%,58%,0.4
Frankie Saenz,5,5,0,0,"5'6""",135lbs.,"66""",Orthodox,"Aug12,1980",3.94,47%,3.50,52%,1.74,31%,61%,0.1
Nate Maness,1,0,0,0,"5'10""",135lbs.,"72""",Orthodox,"Jun27,1991",1.40,42%,3.27,37%,1.00,100%,87%,0.0
Johnny Munoz,0,1,0,0,"5'9""",145lbs.,"71""",Orthodox,"Feb16,1993",3.27,62%,1.40,58%,2.00,12%,0%,1.0
Jamall Emmers,1,2,0,0,"5'10""",145lbs.,"74""",Orthodox,"Jul24,1989",5.75,52%,4.65,54%,2.90,53%,100%,0.0
Vince Cachero,0,1,0,0,"5'6""",145lbs.,"68""",Orthodox,"Nov07,1989",5.07,50%,6.87,47%,0.00,0%,28%,0.0
Chris Gutierrez,3,1,0,1,"5'9""",145lbs.,"67""",Orthodox,"Apr22,1991",4.23,58%,2.11,62%,0.47,50%,76%,0.2
Cody Durden,0,0,0,1,"5'7""",135lbs.,"67""",Southpaw,"Mar29,1991",2.40,42%,4.40,39%,2.00,15%,0%,1.0
Darren Till,6,3,0,1,"6'0""",185lbs.,"74""",Southpaw,"Dec24,1992",2.27,46%,2.99,58%,0.54,41%,82%,0.0
Mauricio Rua,27,11,0,1,"6'1""",205lbs.,"76""",Orthodox,"Nov25,1981",3.63,50%,2.70,54%,2.17,48%,47%,0.8
Rogerio Nogueira,19,9,0,0,"6'2""",205lbs.,"75""",Southpaw,"Jun02,1976",2.43,35%,2.34,59%,0.64,44%,62%,0.8
Fabricio Werdum,23,9,0,0,"6'4""",231lbs.,"77""",Orthodox,"Jul30,1977",3.59,52%,2.64,55%,1.75,31%,31%,1.2
Alexander Gustafsson,10,7,0,0,"6'5""",205lbs.,"79""",Orthodox,"Jan15,1987",4.02,40%,3.42,51%,1.54,39%,83%,0.4
Carla Esparza,8,4,0,0,"5'1""",115lbs.,"63""",Orthodox,"Oct10,1987",2.29,42%,2.85,53%,3.44,35%,48%,0.3
Marina Rodriguez,3,1,0,2,"5'6""",115lbs.,"65""",Orthodox,"Apr29,1987",5.04,50%,3.31,52%,0.38,33%,61%,0.2
Paul Craig,5,4,0,1,"6'3""",205lbs.,"76""",Orthodox,"Nov27,1987",2.30,48%,2.56,48%,1.61,21%,55%,1.6
Peter Sobotta,4,6,0,0,"6'0""",170lbs.,"75""",Southpaw,"Jan11,1987",2.14,40%,2.90,58%,1.53,32%,77%,0.5
Rhys McKee,0,1,0,0,"6'2""",170lbs.,"78""",Orthodox,"Sep10,1995",0.00,0%,12.70,35%,0.00,0%,50%,0.0
Francisco Trinaldo,16,6,0,0,"5'9""",155lbs.,"70""",Southpaw,"Aug24,1978",3.11,44%,2.56,60%,1.09,46%,61%,0.6
Jai Herbert,0,1,0,0,"6'1""",155lbs.,"77""",Orthodox,"May13,1988",1.83,30%,2.61,48%,0.00,0%,33%,0.0
Jesse Ronson,1,3,0,0,"5'10""",170lbs.,"70""",Southpaw,"Dec24,1985",3.54,49%,2.99,59%,0.63,40%,61%,0.6
Nicolas Dalby,2,3,0,1,"5'11""",170lbs.,"74""",Orthodox,"Nov16,1984",3.17,38%,3.19,54%,1.74,45%,58%,0.0
Jake Collier,3,4,0,0,"6'3""",205lbs.,"78""",Orthodox,"Oct25,1988",4.15,39%,3.80,51%,0.71,23%,67%,0.5
Movsar Evloev,3,0,0,0,"5'7""",145lbs.,"72""",Orthodox,"Feb11,1994",4.44,43%,2.76,65%,3.00,33%,68%,0.0
Mike Grundy,1,1,0,0,"5'7""",145lbs.,"72""",Orthodox,"Jan03,1987",2.15,43%,4.09,58%,4.25,38%,100%,0.6
Tanner Boser,3,1,0,0,"6'2""",255lbs.,"75""",Orthodox,"Aug02,1991",4.54,54%,2.85,64%,0.00,0%,100%,0.0
Raphael Pessoa,1,2,0,0,"6'3""",262lbs.,"78""",Orthodox,"Mar09,1989",2.16,26%,3.43,42%,0.00,0%,100%,0.0
Pannie Kianzad,2,2,0,0,"5'7""",135lbs.,"66""",Orthodox,"Dec08,1991",4.85,45%,3.72,58%,0.29,20%,92%,0.3
Bethe Correia,5,5,0,1,"5'5""",135lbs.,"64""",Orthodox,"Jun22,1983",4.39,44%,4.56,58%,0.44,20%,84%,0.0
Ramazan Emeev,4,1,0,0,"5'10""",170lbs.,"76""",Southpaw,"May23,1987",2.29,43%,1.79,68%,2.00,25%,72%,0.6
Niklas Stolze,0,1,0,0,"6'1""",170lbs.,"74""",Switch,"Dec28,1992",2.00,41%,1.93,56%,1.00,100%,66%,0.0
John Castaneda,1,1,0,0,"5'6""",135lbs.,"71""",Switch,"Dec18,1991",3.43,44%,5.30,51%,1.00,25%,66%,0.0
Deiveson Figueiredo,8,1,0,0,"5'5""",125lbs.,"68""",Orthodox,"Dec18,1987",2.80,55%,2.81,51%,1.71,50%,61%,2.9
Joseph Benavidez,21,7,0,0,"5'4""",125lbs.,"65""",Southpaw,"Jul31,1984",3.54,34%,2.62,62%,1.48,30%,65%,0.6
Jack Hermansson,8,3,0,0,"6'1""",185lbs.,"77""",Orthodox,"Jun10,1988",5.08,48%,2.52,56%,2.19,35%,73%,0.9
Kelvin Gastelum,10,6,1,0,"5'9""",185lbs.,"71""",Southpaw,"Oct24,1991",3.72,43%,3.00,59%,0.87,37%,63%,0.1
Rafael Fiziev,2,1,0,0,"5'8""",155lbs.,"71""",Switch,"Mar05,1993",4.61,56%,4.23,54%,0.95,66%,100%,0.0
Marc Diakiese,5,4,0,0,"5'10""",155lbs.,"73""",Orthodox,"Mar16,1993",3.08,39%,2.79,54%,2.16,36%,62%,0.0
Ariane Lipski,2,2,0,0,"5'6""",125lbs.,"67""",Orthodox,"Jan26,1994",3.34,31%,4.52,51%,0.32,100%,37%,0.7
Luana Carolina,2,1,0,0,"5'6""",125lbs.,"69""",Orthodox,"Jun11,1993",6.29,50%,3.75,47%,0.00,0%,100%,2.4
Askar Askarov,2,0,0,1,"5'6""",125lbs.,"67""",Orthodox,"Oct09,1992",3.20,52%,2.51,55%,2.00,18%,64%,0.0
Alexandre Pantoja,6,3,0,0,"5'5""",125lbs.,"67""",Orthodox,"Apr16,1990",4.20,47%,3.41,54%,1.08,36%,67%,1.1
Roman Dolidze,1,0,0,0,"6'2""",205lbs.,"76""",Orthodox,"Jul15,1988",4.47,86%,0.94,71%,0.00,0%,0%,0.0
Grant Dawson,5,0,0,0,"5'10""",145lbs.,"72""",Switch,"Feb20,1994",3.50,47%,2.13,50%,4.17,45%,33%,2.1
Nad Narimani,2,2,0,0,"5'8""",145lbs.,"70""",Orthodox,"Apr14,1987",3.33,42%,3.00,58%,1.92,41%,70%,0.0
Joe Duffy,4,4,0,0,"5'10""",155lbs.,"73""",Orthodox,"Feb18,1988",2.68,34%,3.78,54%,0.96,66%,64%,0.7
Brett Johns,5,2,0,0,"5'7""",135lbs.,"71""",Orthodox,"Feb21,1992",2.86,49%,3.84,53%,4.92,49%,58%,1.0
Montel Jackson,4,2,0,0,"5'10""",135lbs.,"75""",Southpaw,"Apr24,1992",3.67,55%,1.35,57%,4.26,77%,66%,0.2
Amir Albazi,1,0,0,0,"5'5""",125lbs.,"68""",Orthodox,"Oct27,1993",2.55,42%,0.64,81%,3.19,100%,0%,3.2
Malcolm Gordon,0,1,0,0,"5'7""",125lbs.,"71""",Switch,"May19,1990",0.64,18%,2.55,57%,0.00,0%,0%,0.0
Arman Tsarukyan,2,1,0,0,"5'7""",155lbs.,"72""",Orthodox,"Oct11,1996",3.36,43%,1.56,59%,1.33,14%,76%,0.0
Davi Ramos,4,3,0,0,"5'6""",155lbs.,"70""",Orthodox,"Nov05,1986",2.64,37%,3.44,56%,1.95,40%,83%,0.6
Serghei Spivac,2,2,0,0,"6'3""",260lbs.,"78""",Orthodox,"Jan24,1995",3.15,44%,3.20,59%,3.46,56%,75%,0.4
Calvin Kattar,6,2,0,0,"5'11""",145lbs.,"72""",Orthodox,"Mar26,1988",5.01,41%,5.66,56%,0.47,37%,88%,0.0
Dan Ige,7,2,0,0,"5'7""",145lbs.,"71""",Orthodox,"Aug06,1991",3.96,46%,3.36,58%,1.69,27%,59%,0.5
Tim Elliott,5,9,0,0,"5'7""",125lbs.,"66""",Southpaw,"Dec24,1986",3.50,45%,2.64,59%,4.02,48%,58%,1.2
Ryan Benoit,3,5,0,0,"5'5""",125lbs.,"68""",Orthodox,"Aug25,1989",2.95,41%,3.40,60%,0.33,25%,70%,0.5
Jimmie Rivera,7,3,0,0,"5'4""",145lbs.,"68""",Orthodox,"Jun29,1989",3.99,41%,3.61,61%,0.86,29%,92%,0.1
Cody Stamann,5,2,0,1,"5'6""",145lbs.,"64""",Orthodox,"Nov09,1989",4.14,48%,3.18,63%,3.03,46%,80%,0.0
Taila Santos,2,1,0,0,"5'6""",125lbs.,"68""",Orthodox,"Jun22,1993",4.09,46%,2.76,60%,2.33,77%,83%,1.0
Molly McCann,3,2,0,0,"5'4""",125lbs.,"62""",Orthodox,"May04,1990",5.75,49%,4.70,66%,2.01,29%,33%,0.7
Mounir Lazzez,1,0,0,0,"6'1""",170lbs.,"76""",Orthodox,"Nov16,1987",6.53,55%,4.47,49%,4.00,100%,75%,0.0
Abdul Razak Alhassan,4,2,0,0,"5'10""",170lbs.,"73""",Orthodox,"Aug11,1985",4.54,48%,5.05,53%,0.73,28%,42%,0.0
Lerone Murphy,1,0,0,1,"5'9""",145lbs.,"73""",Orthodox,"Jul22,1991",2.59,42%,1.66,63%,0.78,50%,40%,1.6
Ricardo Ramos,5,2,0,0,"5'9""",145lbs.,"72""",Orthodox,"Aug01,1995",3.00,39%,3.28,58%,1.99,56%,71%,0.7
Andreas Michailidis,0,1,0,0,"6'0""",185lbs.,"76""",Orthodox,"Jul18,1988",4.60,50%,3.60,63%,0.00,0%,0%,0.0
Jared Gordon,4,3,0,0,"5'9""",145lbs.,"68""",Orthodox,"Sep06,1988",5.55,55%,3.35,59%,2.98,41%,62%,0.0
Chris Fishgold,1,3,0,0,"5'8""",145lbs.,"68""",Orthodox,"Jun06,1992",2.01,32%,2.70,46%,2.59,46%,44%,1.3
Diana Belbita,0,2,0,0,"5'7""",125lbs.,"68""",Orthodox,"Jun26,1996",5.81,39%,6.49,52%,1.69,66%,64%,0.0
Jack Shore,2,0,0,0,"5'8""",135lbs.,"71""",Orthodox,"Feb06,1995",3.69,54%,0.59,76%,5.16,46%,0%,1.5
Kamaru Usman,12,0,0,0,"6'0""",170lbs.,"76""",Switch,"May11,1987",4.50,53%,2.23,58%,3.38,47%,100%,0.1
Jorge Masvidal,17,8,0,0,"5'11""",170lbs.,"74""",Orthodox,"Nov12,1984",4.20,47%,3.00,65%,1.57,59%,77%,0.4
Alexander Volkanovski,9,0,0,0,"5'6""",145lbs.,"71""",Orthodox,"Sep29,1988",6.02,55%,3.31,60%,2.09,34%,72%,0.3
Max Holloway,17,6,0,0,"5'11""",145lbs.,"69""",Orthodox,"Dec04,1991",6.47,44%,4.52,61%,0.22,83%,83%,0.4
Petr Yan,7,0,0,0,"5'7""",135lbs.,"67""",Switch,"Feb11,1993",6.32,50%,3.25,63%,1.46,52%,88%,0.2
Jose Aldo,18,6,0,0,"5'7""",135lbs.,"70""",Orthodox,"Sep09,1986",3.48,44%,3.55,62%,0.60,61%,90%,0.1
Rose Namajunas,7,3,0,0,"5'5""",115lbs.,"65""",Orthodox,"Jun29,1992",4.13,40%,3.98,60%,1.91,53%,50%,0.8
Amanda Ribas,4,0,0,0,"5'3""",125lbs.,"66""",Orthodox,"Aug26,1993",4.71,45%,1.67,73%,2.28,54%,85%,1.9
Paige VanZant,5,4,0,0,"5'4""",115lbs.,"65""",Orthodox,"Mar26,1994",3.35,52%,2.62,42%,1.27,33%,34%,1.0
Jiri Prochazka,1,0,0,0,"6'3""",205lbs.,"80""",Orthodox,"Oct14,1992",5.67,45%,7.05,55%,0.00,0%,100%,0.0
Volkan Oezdemir,5,4,0,0,"6'2""",205lbs.,"75""",Orthodox,"Sep19,1989",5.03,45%,4.24,55%,0.36,20%,80%,0.0
Muslim Salikhov,4,1,0,0,"5'11""",170lbs.,"70""",Orthodox,"Jun09,1984",2.85,46%,2.29,67%,0.87,30%,80%,0.0
Elizeu Zaleski dos Santos,8,3,0,0,"5'11""",170lbs.,"73""",Orthodox,"Dec11,1986",4.05,39%,3.07,59%,0.57,17%,52%,0.5
Danny Henry,2,2,0,0,"6'0""",145lbs.,"73""",Orthodox,"Jul17,1988",5.20,51%,4.16,45%,0.74,33%,50%,2.2
Leonardo Santos,7,0,0,1,"6'0""",155lbs.,"75""",Orthodox,"Feb05,1980",2.76,44%,2.71,60%,1.09,27%,88%,0.4
Roman Bogatov,0,1,0,0,"5'8""",155lbs.,"73""",Orthodox,"Dec15,1990",3.33,42%,4.40,44%,1.00,9%,50%,0.0
